age (bin),Division,Name,Region,sex,State,age,Census 2000 Gender,CENSUS2000,ESTBASE2000,Number of Records,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006
30,South Atlantic,North Carolina,South,Male,37,30,-66121,66121,66118,1,66295,65987,62889,60497,58761,60081,58406
30,South Atlantic,North Carolina,South,Male,37,31,-61115,61115,61112,1,62133,67458,66908,63548,61666,59954,61620
30,South Atlantic,North Carolina,South,Male,37,32,-60491,60491,60493,1,60669,62467,67604,66654,63943,62095,60725
30,South Atlantic,North Carolina,South,Male,37,33,-59838,59838,59842,1,59843,61081,62695,67503,67127,64571,63092
30,South Atlantic,North Carolina,South,Male,37,34,-61737,61737,61731,1,61135,60179,61295,62634,67924,67660,65636
35,South Atlantic,North Carolina,South,Male,37,35,-66038,66038,66040,1,65067,61789,60651,61495,63233,68687,68838
35,South Atlantic,North Carolina,South,Male,37,36,-65451,65451,65457,1,65968,65448,62060,60700,61984,63916,69689
35,South Atlantic,North Carolina,South,Male,37,37,-64876,64876,64875,1,65046,66067,65407,61809,60870,62342,64576
35,South Atlantic,North Carolina,South,Male,37,38,-65168,65168,65167,1,65166,65360,66245,65411,62287,61551,63322
35,South Atlantic,North Carolina,South,Male,37,39,-64823,64823,64826,1,64922,65502,65587,66266,65872,62949,62529
40,South Atlantic,North Carolina,South,Male,37,40,-65860,65860,65862,1,65651,65103,65547,65435,66497,66270,63730
40,South Atlantic,North Carolina,South,Male,37,41,-61726,61726,61727,1,62594,66195,65588,65882,66115,67298,67489
40,South Atlantic,North Carolina,South,Male,37,42,-62995,62995,62996,1,62750,62507,65958,65264,65865,66221,67747
40,South Atlantic,North Carolina,South,Male,37,43,-61117,61117,61115,1,62256,63045,62686,66101,65610,66341,67087
40,South Atlantic,North Carolina,South,Male,37,44,-59247,59247,59246,1,59372,62379,63062,62647,66138,65830,66965
45,South Atlantic,North Carolina,South,Male,37,45,-59557,59557,59554,1,59557,59961,62857,63481,63118,66851,66928
45,South Atlantic,North Carolina,South,Male,37,46,-56754,56754,56752,1,57930,59572,59989,62817,63485,63391,67453
45,South Atlantic,North Carolina,South,Male,37,47,-55285,55285,55282,1,55439,57997,59555,59903,62792,63673,63854
45,South Atlantic,North Carolina,South,Male,37,48,-54227,54227,54222,1,54473,55444,57946,59448,59843,62945,64104
45,South Atlantic,North Carolina,South,Male,37,49,-51895,51895,51887,1,52658,54640,55584,58094,59588,60194,63497
50,South Atlantic,North Carolina,South,Male,37,50,-53162,53162,53161,1,53076,52932,54919,55801,58309,59947,60794
50,South Atlantic,North Carolina,South,Male,37,51,-51203,51203,51202,1,51962,52999,52881,54859,55731,58377,60212
50,South Atlantic,North Carolina,South,Male,37,52,-53231,53231,53230,1,52285,52104,53076,53006,54955,55924,58803
50,South Atlantic,North Carolina,South,Male,37,53,-52034,52034,52036,1,54865,52078,51840,52800,52671,54800,55948
50,South Atlantic,North Carolina,South,Male,37,54,-40664,40664,40664,1,41366,54988,52354,52120,52962,53026,55309
55,South Atlantic,North Carolina,South,Male,37,55,-40923,40923,40926,1,41018,41345,54938,52390,52044,53078,53326
55,South Atlantic,North Carolina,South,Male,37,56,-40892,40892,40890,1,40615,40929,41304,54871,52358,52162,53338
55,South Atlantic,North Carolina,South,Male,37,57,-40781,40781,40784,1,41572,40338,40677,41052,54492,52280,52209
55,South Atlantic,North Carolina,South,Male,37,58,-35896,35896,35895,1,36530,41569,40381,40702,41091,54640,52729
55,South Atlantic,North Carolina,South,Male,37,59,-33845,33845,33841,1,34266,36424,41538,40366,40658,41185,54769
60,South Atlantic,North Carolina,South,Male,37,60,-32948,32948,32951,1,33268,34078,36219,41403,40151,40591,41321
60,South Atlantic,North Carolina,South,Male,37,61,-31016,31016,31015,1,31201,33033,33906,36024,41167,40067,40659
60,South Atlantic,North Carolina,South,Male,37,62,-30374,30374,30370,1,30610,30845,32767,33622,35701,40926,40131
60,South Atlantic,North Carolina,South,Male,37,63,-28772,28772,28772,1,29055,30337,30591,32486,33282,35480,40980
60,South Atlantic,North Carolina,South,Male,37,64,-29013,29013,29011,1,28996,28694,30086,30302,32196,33074,35413
65,South Atlantic,North Carolina,South,Male,37,65,-28798,28798,28797,1,28952,28458,28189,29581,29793,31703,32638
65,South Atlantic,North Carolina,South,Male,37,66,-25816,25816,25814,1,26079,28284,27875,27589,29039,29283,31205
65,South Atlantic,North Carolina,South,Male,37,67,-25851,25851,25851,1,25693,25334,27562,27090,26867,28370,28645
65,South Atlantic,North Carolina,South,Male,37,68,-24504,24504,24504,1,24581,25095,24734,26927,26489,26265,27739
65,South Atlantic,North Carolina,South,Male,37,69,-23939,23939,23940,1,23666,23797,24373,23962,26103,25728,25517
70,South Atlantic,North Carolina,South,Male,37,70,-23617,23617,23617,1,23740,22970,23180,23740,23333,25498,25150
70,South Atlantic,North Carolina,South,Male,37,71,-22822,22822,22819,1,22858,22895,22231,22424,23046,22649,24690
70,South Atlantic,North Carolina,South,Male,37,72,-22129,22129,22131,1,22009,21833,21982,21348,21600,22245,21794
70,South Atlantic,North Carolina,South,Male,37,73,-20652,20652,20649,1,20816,21165,21046,21218,20673,20939,21528
70,South Atlantic,North Carolina,South,Male,37,74,-19343,19343,19343,1,19324,19819,20163,20117,20235,19718,19995
75,South Atlantic,North Carolina,South,Male,37,75,-18956,18956,18954,1,18973,18388,19021,19327,19257,19392,18876
75,South Atlantic,North Carolina,South,Male,37,76,-17196,17196,17197,1,17315,17971,17451,18041,18359,18324,18392
75,South Atlantic,North Carolina,South,Male,37,77,-15289,15289,15287,1,15461,16232,16934,16446,16999,17390,17318
75,South Atlantic,North Carolina,South,Male,37,78,-14956,14956,14955,1,14823,14594,15412,16040,15571,16142,16487
75,South Atlantic,North Carolina,South,Male,37,79,-13359,13359,13360,1,13559,13755,13617,14428,15053,14567,15107
80,South Atlantic,North Carolina,South,Male,37,80,-11600,11600,11598,1,11831,12583,12792,12666,13486,14159,13697
80,South Atlantic,North Carolina,South,Male,37,81,-9990,9990,9989,1,9970,10831,11608,11709,11702,12530,13101
80,South Atlantic,North Carolina,South,Male,37,82,-8687,8687,8687,1,8899,9075,9957,10622,10755,10790,11627
80,South Atlantic,North Carolina,South,Male,37,83,-7572,7572,7571,1,7635,8157,8296,9098,9771,9960,9995
80,South Atlantic,North Carolina,South,Male,37,84,-6567,6567,6568,1,6612,6818,7281,7488,8252,8869,8915
85,South Atlantic,North Carolina,South,Male,37,85,-27368,27368,27366,1,27826,29379,30942,32890,34788,37426,40346
0,South Atlantic,South Carolina,South,Male,45,0,-27587,27587,27584,1,27988,28352,28071,27866,28461,28983,29402
0,South Atlantic,South Carolina,South,Male,45,1,-27065,27065,27064,1,26888,28012,28433,28162,27966,28654,29254
0,South Atlantic,South Carolina,South,Male,45,2,-27226,27226,27225,1,27299,26948,28151,28551,28306,28172,28978
0,South Atlantic,South Carolina,South,Male,45,3,-26831,26831,26830,1,26783,27386,27093,28296,28679,28539,28485
0,South Atlantic,South Carolina,South,Male,45,4,-27165,27165,27164,1,26944,26885,27541,27225,28452,28889,28864
5,South Atlantic,South Carolina,South,Male,45,5,-27733,27733,27733,1,27729,27055,27064,27698,27369,28687,29196
5,South Atlantic,South Carolina,South,Male,45,6,-28044,28044,28041,1,27896,27843,27231,27234,27854,27590,29009
5,South Atlantic,South Carolina,South,Male,45,7,-29267,29267,29265,1,29081,28005,28043,27406,27424,28105,27913
5,South Atlantic,South Carolina,South,Male,45,8,-29666,29666,29661,1,29536,29194,28182,28227,27587,27686,28439
5,South Atlantic,South Carolina,South,Male,45,9,-31187,31187,31187,1,30943,29656,29410,28385,28448,27884,28073
10,South Atlantic,South Carolina,South,Male,45,10,-31414,31414,31412,1,31662,31045,29833,29602,28570,28733,28244
10,South Atlantic,South Carolina,South,Male,45,11,-30060,30060,30057,1,30361,31745,31218,29995,29791,28836,29105
10,South Atlantic,South Carolina,South,Male,45,12,-28937,28937,28936,1,28978,30466,31903,31370,30165,30065,29189
10,South Atlantic,South Carolina,South,Male,45,13,-28810,28810,28808,1,28962,29089,30658,32076,31561,30440,30453
10,South Atlantic,South Carolina,South,Male,45,14,-28893,28893,28890,1,28840,29156,29335,30907,32331,31908,30876
15,South Atlantic,South Carolina,South,Male,45,15,-28997,28997,28994,1,29349,28903,29307,29488,31071,32559,32241
15,South Atlantic,South Carolina,South,Male,45,16,-28658,28658,28656,1,28693,29334,28949,29377,29563,31218,32771
15,South Atlantic,South Carolina,South,Male,45,17,-28976,28976,28975,1,28988,28819,29515,29174,29676,29873,31643
15,South Atlantic,South Carolina,South,Male,45,18,-30804,30804,30803,1,31099,31072,30798,31571,31600,31398,31772
15,South Atlantic,South Carolina,South,Male,45,19,-33358,33358,33359,1,33249,32244,32023,31846,33123,31952,32269
20,South Atlantic,South Carolina,South,Male,45,20,-31970,31970,31969,1,32381,32128,30856,30793,31334,31469,31446
20,South Atlantic,South Carolina,South,Male,45,21,-29865,29865,29865,1,30346,32250,31672,30165,31054,30767,31610
20,South Atlantic,South Carolina,South,Male,45,22,-28482,28482,28480,1,28657,29907,31613,30694,29899,30256,30580
20,South Atlantic,South Carolina,South,Male,45,23,-27258,27258,27258,1,27752,28094,29181,30705,30276,28849,30041
20,South Atlantic,South Carolina,South,Male,45,24,-25658,25658,25658,1,25590,27786,27911,28878,30929,29975,29151
25,South Atlantic,South Carolina,South,Male,45,25,-26870,26870,26870,1,26912,25616,27837,27712,29146,30815,30236
25,South Atlantic,South Carolina,South,Male,45,26,-26269,26269,26269,1,26464,27087,25784,27944,28048,29290,31294
25,South Atlantic,South Carolina,South,Male,45,27,-27232,27232,27232,1,26909,26317,26937,25532,28013,27730,29448
25,South Atlantic,South Carolina,South,Male,45,28,-28220,28220,28219,1,27900,26691,26137,26620,25514,27745,27773
25,South Atlantic,South Carolina,South,Male,45,29,-29529,29529,29528,1,29209,27801,26630,25957,26680,25355,27941
30,South Atlantic,South Carolina,South,Male,45,30,-29779,29779,29778,1,29789,29596,28271,26989,26548,27070,26060
30,South Atlantic,South Carolina,South,Male,45,31,-27638,27638,27636,1,28021,29767,29702,28271,27215,26663,27440
30,South Atlantic,South Carolina,South,Male,45,32,-27379,27379,27377,1,27389,27991,29821,29663,28456,27295,26988
30,South Atlantic,South Carolina,South,Male,45,33,-27146,27146,27145,1,27083,27610,28256,29990,30069,28792,27903
30,South Atlantic,South Carolina,South,Male,45,34,-28650,28650,28649,1,28303,27034,27647,28214,30121,30130,29199
35,South Atlantic,South Carolina,South,Male,45,35,-31262,31262,31260,1,30721,28265,27073,27680,28409,30184,30580
35,South Atlantic,South Carolina,South,Male,45,36,-31336,31336,31336,1,31517,30730,28324,27173,27936,28535,30658
35,South Atlantic,South Carolina,South,Male,45,37,-30615,30615,30615,1,30625,31574,30769,28452,27429,28079,28979
35,South Atlantic,South Carolina,South,Male,45,38,-30690,30690,30689,1,30638,30562,31502,30777,28560,27485,28367
35,South Atlantic,South Carolina,South,Male,45,39,-30869,30869,30868,1,30812,30633,30578,31569,30938,28739,27895
40,South Atlantic,South Carolina,South,Male,45,40,-31709,31709,31706,1,31541,30650,30503,30458,31576,30940,28919
40,South Atlantic,South Carolina,South,Male,45,41,-29888,29888,29887,1,30251,31547,30666,30565,30598,31757,31253
40,South Atlantic,South Carolina,South,Male,45,42,-30767,30767,30765,1,30579,30468,31792,30878,30872,30944,32238
40,South Atlantic,South Carolina,South,Male,45,43,-29872,29872,29872,1,30378,30520,30449,31754,30913,30988,31139
40,South Atlantic,South Carolina,South,Male,45,44,-28983,28983,28982,1,28996,30342,30539,30430,31798,31018,31251
45,South Atlantic,South Carolina,South,Male,45,45,-29911,29911,29910,1,29853,29014,30447,30644,30593,31988,31380
45,South Atlantic,South Carolina,South,Male,45,46,-28012,28012,28012,1,28569,29695,28936,30373,30606,30559,32092
45,South Atlantic,South Carolina,South,Male,45,47,-27671,27671,27670,1,27709,28647,29796,29047,30567,30793,30913
45,South Atlantic,South Carolina,South,Male,45,48,-27007,27007,27006,1,27090,27675,28660,29812,29073,30623,31013
45,South Atlantic,South Carolina,South,Male,45,49,-26272,26272,26270,1,26595,26887,27484,28482,29653,28955,30670
50,South Atlantic,South Carolina,South,Male,45,50,-27071,27071,27070,1,26988,26636,26975,27567,28519,29776,29223
50,South Atlantic,South Carolina,South,Male,45,51,-26027,26027,26025,1,26384,27133,26803,27148,27710,28742,30146
50,South Atlantic,South Carolina,South,Male,45,52,-26864,26864,26862,1,26399,26306,27119,26764,27121,27736,28924
50,South Atlantic,South Carolina,South,Male,45,53,-26351,26351,26348,1,27711,26263,26185,26966,26660,27042,27765
50,South Atlantic,South Carolina,South,Male,45,54,-20690,20690,20689,1,20989,27694,26319,26201,27005,26764,27264
55,South Atlantic,South Carolina,South,Male,45,55,-21370,21370,21369,1,21383,21029,27724,26416,26307,27167,27011
55,South Atlantic,South Carolina,South,Male,45,56,-20880,20880,20880,1,20727,21443,21082,27752,26545,26477,27442
55,South Atlantic,South Carolina,South,Male,45,57,-20712,20712,20710,1,21055,20713,21458,21122,27700,26694,26732
55,South Atlantic,South Carolina,South,Male,45,58,-18631,18631,18631,1,18931,20868,20647,21373,21028,27659,26919
55,South Atlantic,South Carolina,South,Male,45,59,-17794,17794,17792,1,17988,18932,20926,20739,21481,21251,27970
60,South Atlantic,South Carolina,South,Male,45,60,-17356,17356,17355,1,17473,17780,18779,20777,20668,21512,21339
60,South Atlantic,South Carolina,South,Male,45,61,-16094,16094,16093,1,16185,17457,17756,18790,20801,20811,21716
60,South Atlantic,South Carolina,South,Male,45,62,-15486,15486,15486,1,15589,16064,17321,17637,18702,20856,21017
60,South Atlantic,South Carolina,South,Male,45,63,-14549,14549,14549,1,14699,15466,15962,17217,17584,18700,20944
60,South Atlantic,South Carolina,South,Male,45,64,-14833,14833,14833,1,14822,14500,15260,15818,17015,17499,18710
65,South Atlantic,South Carolina,South,Male,45,65,-15119,15119,15119,1,15199,14551,14228,15044,15652,16913,17381
65,South Atlantic,South Carolina,South,Male,45,66,-13478,13478,13478,1,13638,14780,14182,13898,14727,15416,16687
65,South Atlantic,South Carolina,South,Male,45,67,-13447,13447,13446,1,13367,13285,14397,13809,13596,14490,15187
65,South Atlantic,South Carolina,South,Male,45,68,-12488,12488,12487,1,12559,13027,12960,14077,13479,13383,14280
65,South Atlantic,South Carolina,South,Male,45,69,-12360,12360,12360,1,12228,12103,12614,12527,13678,13178,13078
70,South Atlantic,South Carolina,South,Male,45,70,-12026,12026,12025,1,12107,11882,11816,12273,12237,13416,12914
70,South Atlantic,South Carolina,South,Male,45,71,-11159,11159,11159,1,11184,11561,11372,11318,11861,11840,12939
70,South Atlantic,South Carolina,South,Male,45,72,-11004,11004,11004,1,10955,10818,11229,11037,11021,11644,11635
70,South Atlantic,South Carolina,South,Male,45,73,-10051,10051,10050,1,10141,10474,10356,10757,10620,10662,11233
70,South Atlantic,South Carolina,South,Male,45,74,-9681,9681,9681,1,9674,9664,10029,9935,10332,10254,10293
75,South Atlantic,South Carolina,South,Male,45,75,-9435,9435,9435,1,9454,9207,9206,9608,9553,9975,9888
75,South Atlantic,South Carolina,South,Male,45,76,-8760,8760,8758,1,8827,8922,8694,8728,9115,9169,9610
75,South Atlantic,South Carolina,South,Male,45,77,-7969,7969,7968,1,8066,8352,8464,8306,8356,8782,8799
75,South Atlantic,South Carolina,South,Male,45,78,-7579,7579,7578,1,7524,7501,7828,7905,7763,7879,8310
75,South Atlantic,South Carolina,South,Male,45,79,-6649,6649,6648,1,6754,7047,7021,7396,7456,7356,7464
80,South Atlantic,South Carolina,South,Male,45,80,-6071,6071,6071,1,6181,6253,6571,6582,6957,7053,6949
80,South Atlantic,South Carolina,South,Male,45,81,-5040,5040,5040,1,5043,5618,5718,6021,6057,6482,6571
80,South Atlantic,South Carolina,South,Male,45,82,-4325,4325,4325,1,4430,4621,5175,5262,5573,5664,6058
80,South Atlantic,South Carolina,South,Male,45,83,-3771,3771,3771,1,3807,3997,4148,4673,4802,5121,5169
80,South Atlantic,South Carolina,South,Male,45,84,-3186,3186,3186,1,3209,3432,3646,3790,4314,4423,4672
85,South Atlantic,South Carolina,South,Male,45,85,-13136,13136,13136,1,13376,14259,15197,16289,17438,19150,20841
0,South Atlantic,Virginia,South,Male,51,0,-47457,47457,47462,1,48117,50253,50302,50586,52538,52995,52645
0,South Atlantic,Virginia,South,Male,51,1,-47442,47442,47450,1,47236,48245,50421,50636,50643,52654,52889
0,South Atlantic,Virginia,South,Male,51,2,-46565,46565,46574,1,46757,47454,48493,50812,50767,50794,52657
0,South Atlantic,Virginia,South,Male,51,3,-46875,46875,46883,1,46826,46966,47698,48887,50924,50946,50776
0,South Atlantic,Virginia,South,Male,51,4,-47745,47745,47753,1,47476,47116,47286,48155,49061,51148,51000
5,South Atlantic,Virginia,South,Male,51,5,-48901,48901,48906,1,48990,47729,47433,47744,48337,49279,51188
5,South Atlantic,Virginia,South,Male,51,6,-49262,49262,49270,1,49124,49301,48081,47938,47973,48610,49359
5,South Atlantic,Virginia,South,Male,51,7,-50855,50855,50860,1,50615,49417,49654,48562,48172,48240,48694
5,South Atlantic,Virginia,South,Male,51,8,-51182,51182,51193,1,51052,50919,49759,50140,48773,48450,48329
5,South Atlantic,Virginia,South,Male,51,9,-52530,52530,52540,1,52152,51357,51277,50248,50363,49039,48563
10,South Atlantic,Virginia,South,Male,51,10,-52649,52649,52653,1,53141,52465,51711,51776,50461,50638,49125
10,South Atlantic,Virginia,South,Male,51,11,-50971,50971,50977,1,51462,53409,52817,52204,51998,50724,50734
10,South Atlantic,Virginia,South,Male,51,12,-50231,50231,50240,1,50357,51778,53775,53354,52448,52303,50835
10,South Atlantic,Virginia,South,Male,51,13,-49474,49474,49475,1,49758,50619,52096,54241,53564,52698,52368
10,South Atlantic,Virginia,South,Male,51,14,-50108,50108,50120,1,49992,50013,50918,52555,54404,53818,52759
15,South Atlantic,Virginia,South,Male,51,15,-49301,49301,49306,1,49851,50327,50403,51475,52834,54731,53992
15,South Atlantic,Virginia,South,Male,51,16,-48384,48384,48389,1,48459,50125,50651,50878,51638,53060,54771
15,South Atlantic,Virginia,South,Male,51,17,-49170,49170,49174,1,49247,48696,50434,51080,50967,51798,53056
15,South Atlantic,Virginia,South,Male,51,18,-49557,49557,49558,1,50071,51917,51535,53183,53454,53229,53938
15,South Atlantic,Virginia,South,Male,51,19,-51935,51935,51939,1,51833,51336,53089,52147,54218,53949,53842
20,South Atlantic,Virginia,South,Male,51,20,-52882,52882,52882,1,53487,53379,53707,53890,55181,56089,56637
20,South Atlantic,Virginia,South,Male,51,21,-51399,51399,51393,1,52151,54251,54831,52987,56428,56456,58018
20,South Atlantic,Virginia,South,Male,51,22,-50174,50174,50171,1,50451,50948,53330,52154,53383,55773,56573
20,South Atlantic,Virginia,South,Male,51,23,-47934,47934,47936,1,48729,49466,49804,50717,52522,52662,55995
20,South Atlantic,Virginia,South,Male,51,24,-47015,47015,47018,1,46944,49234,50061,49150,52465,53633,54153
25,South Atlantic,Virginia,South,Male,51,25,-48258,48258,48261,1,48360,48043,50309,50267,51025,53834,55526
